p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Trappc6a	0.104046353720074	0.0637042509661052	0.391	0.349	1
Mprip	0.104622468889617	-0.00992553342385383	0.144	0.115	1
Flii	0.104679670501983	0.0119621892916634	0.295	0.252	1
Hsdl1	0.10493204608082	0.0573555762239222	0.13	0.104	1
Rtn3	0.105011544379339	0.0484708180953553	0.465	0.412	1
Meaf6	0.105365138504076	0.0355282022488355	0.198	0.166	1
Abca2	0.105400963305868	0.0411490897734259	0.159	0.131	1
Prpf31	0.105580135975396	0.0404601497626035	0.248	0.21	1
Rsbn1l	0.105586352146471	-0.116947812533246	0.613	0.614	1
Ubtf	0.105646303602529	0.0283769492121055	0.39	0.341	1
Stk11	0.105792121911335	0.0460196077253774	0.339	0.292	1
Ndufb11	0.105803321789802	0.0499910579239504	0.792	0.771	1
Tmem222	0.106048049186065	0.046251662960939	0.254	0.216	1
Gm31597	0.106206384972096	-0.0121373784706882	0.162	0.129	1
Cdc25b	0.106771813849525	-0.0645062671335291	0.093	0.115	1
Nsmce2	0.106867678975945	0.0368937638952757	0.307	0.262	1
Rsrc1	0.10695634226738	0.01279836080393	0.334	0.29	1
Srpr	0.106978166199586	0.0324152616262081	0.409	0.355	1
Borcs7	0.107001733754475	0.0737055032750944	0.111	0.088	1
Gstp1	0.107074320231436	0.014903977929124	0.242	0.203	1
Cmc4	0.107205682882523	0.0200866455615396	0.105	0.082	1
Bcl2a1d	0.107227375211508	0.042511533453385	0.526	0.467	1
Agfg1	0.107317142800883	-0.0975191846242258	0.422	0.443	1
Slc35a4	0.107324571840479	-0.00657326755386861	0.169	0.137	1
Uqcrc1	0.107445237471634	0.0432021965354195	0.453	0.405	1
Edc4	0.107565908675736	0.0272408898974955	0.126	0.101	1
Pts	0.107672488458938	0.0381051361446268	0.233	0.199	1
X2610507B11Rik	0.107706943288062	0.0326503537588607	0.216	0.181	1
Ddx19a	0.107960129969796	0.0365414000285139	0.178	0.145	1
Sec23b	0.108206343970518	0.0334975466647884	0.283	0.246	1
Kxd1	0.108308174662288	0.0266581442092031	0.445	0.388	1
Nudt18	0.108310770240356	0.00756203800451688	0.143	0.114	1
Emg1	0.108604150989861	-0.109242863122767	0.629	0.642	1
Nr3c1	0.108747688209253	0.109946863644856	0.602	0.56	1
Rock1	0.108779315005368	0.0717364050093467	0.685	0.636	1
Rmc1	0.108868811064146	-0.0794932133505546	0.091	0.112	1
Tut7	0.109001508820656	0.0592358784332747	0.629	0.566	1
Alkbh6	0.109153910786252	0.0708671134086372	0.16	0.131	1
Sik3	0.109895249410427	0.092557366209043	0.265	0.23	1
Nae1	0.109922959353794	0.0614280320730405	0.275	0.237	1
Zfp652	0.10992366344555	-0.109931815798127	0.156	0.181	1
Rbis	0.110034885965341	-0.157707397085222	0.356	0.368	1
Git2	0.110758218884279	-0.116721612111034	0.489	0.517	1
Wdr20	0.110802264059634	0.043276377900481	0.193	0.159	1
Ipo8	0.110947839855924	0.0722384735284589	0.131	0.107	1
Nckap1l	0.110975443488822	0.0786180003511281	0.267	0.232	1
Arhgdib	0.111168813329586	-0.0739513044065743	0.94	0.948	1
Chrac1	0.111320498496245	0.0506809029777817	0.47	0.42	1
Mrpl44	0.111341196462306	0.0286628869363427	0.169	0.139	1
Arhgdia	0.111671261153425	-0.0946546345407766	0.758	0.756	1
Las1l	0.111671885069029	0.0444427585482003	0.235	0.2	1
Cbll1	0.112154413874093	-0.0141596222475072	0.237	0.197	1
Phgdh	0.112535755045718	0.109188916073736	0.341	0.306	1
Polr2d	0.112648511032599	0.0568216379203221	0.25	0.213	1
Exoc2	0.112695515069573	0.0632061139249903	0.196	0.166	1
Tob2	0.112918923536053	-0.0653143991978762	0.372	0.397	1
Eef1akmt2	0.112981070640682	-0.0961569982201906	0.158	0.18	1
Fam173a	0.113299383404598	0.0438814068898068	0.505	0.446	1
Vps26a	0.113317397139251	0.00815721380146706	0.177	0.144	1
Inip	0.113339389685775	0.0469801767458407	0.171	0.142	1
Mapk9	0.113406632894796	0.0733121268733682	0.152	0.125	1
M6pr	0.113571641741795	-0.126152780610518	0.395	0.41	1
Mtif2	0.113797863560666	-0.0534368309318559	0.106	0.128	1
Rnaseh2a	0.113812763264436	0.0149586985754383	0.152	0.123	1
Blvra	0.113856224397096	0.039332721644186	0.242	0.205	1
Ramac	0.113881005297887	-0.132832499480224	0.455	0.462	1
Tra2a	0.113964462758062	-0.13408103433054	0.657	0.642	1
Gatad2b	0.114458660660636	-0.0867347157539733	0.391	0.41	1
Rere	0.114644339523491	0.0449852759078816	0.105	0.082	1
Nemp2	0.114870676169842	-0.0778906473007278	0.082	0.101	1
Dkc1	0.114922300135706	0.0246189292369132	0.196	0.162	1
Coro2a	0.11543022827994	-0.140066475030684	0.212	0.233	1
Smarcd2	0.115433557162368	0.0488490632528022	0.275	0.235	1
Psmc6	0.115442514779014	0.0518170894296091	0.547	0.494	1
Haus4	0.115923346831997	0.0175206757449989	0.165	0.136	1
Galnt7	0.115944070518107	0.0348957066914949	0.164	0.136	1
Kmt2d	0.116124278702118	-0.0917121652121811	0.259	0.284	1
Tapbpl	0.116151836225294	0.0711379936438448	0.423	0.379	1
Rfc2	0.116283086916617	0.0872552936811021	0.391	0.355	1
Sec16a	0.116599552793585	0.069531723235651	0.121	0.098	1
Nup88	0.116921237595353	0.0388501798346066	0.195	0.164	1
Aftph	0.117019825589412	-0.136819780405519	0.38	0.397	1
Srsf11	0.117033902832021	-0.0930894969883331	0.777	0.743	1
Tjap1	0.117059959257274	0.018638914736178	0.122	0.096	1
Fbxo32	0.117111980809664	0.0350959819008509	0.165	0.136	1
Mrps31	0.117226943143624	0.0184055380964141	0.141	0.114	1
Nisch	0.117353375760477	-0.131354537557979	0.326	0.347	1
Atraid	0.117433827145285	0.0289287989194775	0.311	0.265	1
Zfp646	0.117458623359671	0.0370693882986061	0.166	0.137	1
Ap3s2	0.117498490436202	-0.0107280727615376	0.117	0.091	1
Amn1	0.117788029542705	-0.0838500918527887	0.114	0.136	1
Ube2e1	0.117811036637786	0.0699070176159498	0.406	0.356	1
Kctd2	0.117999310504176	0.0162881960388702	0.125	0.099	1
Apeh	0.118067072606288	-0.104884572654067	0.149	0.17	1
Clns1a	0.118205999667546	0.0247964538767237	0.3	0.26	1
Jak1	0.118627626844638	-0.0697340496186261	0.837	0.834	1
Tpgs2	0.118685934884176	0.0138647697460823	0.138	0.11	1
Zfp207	0.118704454655382	-0.112587728971114	0.47	0.464	1
Gtf2h5	0.11893402157522	0.0466123054766368	0.561	0.516	1
Smarcb1	0.119287315468058	0.0372125329345896	0.258	0.222	1
Necap2	0.119523712154629	0.0470211932695822	0.334	0.289	1
Riox2	0.119577424043251	0.0329106907129145	0.125	0.101	1
Sbds	0.119781626866564	0.00723722857002784	0.399	0.344	1
Dmap1	0.119855832912877	-0.094972841118498	0.087	0.106	1
Ddx54	0.119912383710227	0.0525968429838797	0.299	0.262	1
Nadk	0.120116619723914	0.0192191672478999	0.209	0.174	1
Clec2i	0.120130327934991	-0.0775008424624142	0.145	0.169	1
Safb	0.120366315345186	0.0384267106492352	0.354	0.301	1
Gatd3a	0.120612055931225	-0.00722670916459767	0.148	0.12	1
Ifi30	0.120787911260807	0.00902537309118034	0.352	0.306	1
Mob3a	0.120853955521467	-0.0636853085248806	0.188	0.213	1
Oard1	0.120868304221968	-0.112860130014128	0.23	0.254	1
Gpr171	0.121013918306637	0.0937389844922503	0.506	0.464	1
Slc15a3	0.121053377358318	-0.0516850997454675	0.152	0.177	1
Armc8	0.12129569371458	0.00837187182425664	0.129	0.104	1
Lpcat4	0.121319470019428	0.0242074914131806	0.126	0.101	1
Prkcb	0.121342542189891	0.062038545747696	0.215	0.183	1
Isca1	0.121361488382857	-0.105355854423945	0.221	0.243	1
Vps29	0.121446258765738	0.0363157256331164	0.58	0.535	1
Sntb2	0.121537855766387	-0.0593020769496497	0.13	0.155	1
Ice1	0.121557734845673	0.00702206159785984	0.146	0.12	1
Fam129a	0.121635023597945	-0.0980530316544335	0.233	0.26	1
Dap	0.121885285923816	0.0423245862381907	0.517	0.478	1
Whamm	0.122146560134331	-0.0872332127063105	0.166	0.188	1
Emsy	0.122249731593657	-0.128256264445436	0.298	0.319	1
Lrch1	0.122402943319327	0.0888530271824326	0.213	0.185	1
Dnajc7	0.122494833009328	-0.158944961088881	0.398	0.407	1
Ankra2	0.122607654518529	0.0124443053149172	0.161	0.131	1
Arf1	0.12266636142704	0.0401749824410147	0.799	0.752	1
Faf1	0.122691390033724	0.0680465908405007	0.237	0.203	1
Txndc9	0.122745072390479	0.0160907563876744	0.485	0.426	1
Mlycd	0.122771823097064	0.0277565886762191	0.126	0.101	1
Spata6	0.123106539748266	-0.173578060416524	0.177	0.196	1
Vrk1	0.12328112933612	0.0518402065187046	0.225	0.191	1
Zhx1	0.123298961101907	0.025210163029072	0.164	0.136	1
Cfap97	0.123346293466591	0.0121393237540523	0.123	0.098	1
Ap3d1	0.123518066621121	0.0560062714198118	0.171	0.142	1
Mafk	0.123672362339041	0.0831635107534893	0.34	0.3	1
Nufip2	0.123977392763398	0.00778252014164149	0.466	0.407	1
Btaf1	0.124111972075919	0.066214042933371	0.23	0.197	1
Arfgap2	0.124320385006615	-0.0765375483507927	0.349	0.372	1
Smim7	0.124327597112149	0.0356642261814222	0.333	0.289	1
Agps	0.124423377327809	0.0853966221932553	0.178	0.151	1
Vcpkmt	0.124480459582622	0.0266840902720296	0.244	0.207	1
Usp8	0.124558036037361	0.0400074240225987	0.199	0.169	1
Hspa13	0.124624079753797	0.0265770889375752	0.172	0.142	1
Gtf2a2	0.124800615238792	0.0474099042799453	0.423	0.374	1
Aph1a	0.124918654327558	0.00993358670975542	0.311	0.262	1
Ncbp1	0.125176901395871	0.0439090525930159	0.197	0.166	1
Rab20	0.125483575427323	-0.143506376223408	0.152	0.174	1
Sdcbp	0.125710964630899	0.0716663061885003	0.671	0.631	1
Xrcc5	0.125727126349958	0.0296021492487566	0.105	0.082	1
Dop1b	0.125823347775605	-0.111099689953448	0.157	0.178	1
Gm43813	0.12610457875638	0.0495737994764456	0.132	0.107	1
Vps13b	0.126214774404406	0.0145589575766458	0.17	0.14	1
Wrn	0.126696334652724	0.0408373670088097	0.181	0.153	1
Zfp593	0.126732247252905	0.0164040837583292	0.263	0.224	1
Ddx18	0.126789152677801	-0.0306580735628157	0.255	0.211	1
Dgka	0.126957681777401	-0.134749382545726	0.285	0.309	1
Pmaip1	0.127069165804417	-0.143862307167776	0.232	0.252	1
Hdac3	0.127142473780792	0.0431476977205605	0.191	0.161	1
Ppp1r7	0.127305915015822	-0.0983961897239399	0.236	0.254	1
Trim27	0.127617551950304	-0.116033835438446	0.306	0.32	1
Mrpl14	0.127958254989485	-0.131948507530168	0.352	0.364	1
Fnip1	0.128029229554534	0.121934500235331	0.222	0.194	1
Zfp445	0.128152083317683	0.0373593078462226	0.215	0.181	1
Prpf18	0.128358923779522	-0.107848396481238	0.218	0.237	1
Tmub1	0.128404282437131	-0.102773220320629	0.103	0.121	1
Ptk2b	0.128567910961394	0.0482801886548365	0.464	0.423	1
Plekhf2	0.128609218416133	-0.0714224448593098	0.253	0.279	1
Tpst2	0.129001968690984	-0.0679507573685085	0.549	0.56	1
Pigp	0.12907734800885	0.0242431364929894	0.272	0.233	1
Clint1	0.129349519765296	-0.124058029930505	0.512	0.522	1
Parg	0.129364273620132	0.0336641818506683	0.174	0.145	1
Jaml	0.129656058073895	-0.305083122236658	0.518	0.479	1
Bud23	0.129903289113396	0.0397909569910377	0.207	0.174	1
Lypla1	0.130112574399648	0.0262168624080281	0.285	0.243	1
Ero1l	0.1303390272052	-0.0202024250559567	0.302	0.259	1
Rnf216	0.130417368950457	0.0323712048382419	0.128	0.103	1
Commd7	0.130456070609475	0.0473462793585357	0.436	0.388	1
Cables1	0.13070208552208	0.0190353844131118	0.234	0.199	1
Arpc5l	0.130785986007795	-0.128634345626498	0.462	0.462	1
Piga	0.130906149269076	-0.044366856221378	0.085	0.104	1
Diablo	0.131033835187315	0.024655651395856	0.196	0.164	1
Scml4	0.131124924758937	-0.0922646404419846	0.145	0.169	1
Rhoa	0.131271929214119	-0.048199330916407	0.942	0.942	1
Atg16l2	0.131279580228036	0.0243841921376115	0.144	0.117	1
Mycbp2	0.131299514202318	0.0355254834681056	0.65	0.59	1
Sec31a	0.13133927062143	0.0200598901614579	0.297	0.256	1
Zyx	0.131553833995491	0.011097441882103	0.616	0.568	1
Alox5ap	0.131678260303337	-0.0836979819812531	0.133	0.156	1
Ppid	0.131700567299748	0.0182013338845	0.239	0.203	1
Hinfp	0.131736255370684	0.0515515605987326	0.132	0.109	1
Cyb5r4	0.131800609219112	0.0629316336500823	0.28	0.246	1
Selenok	0.131854633080725	0.0327463157478718	0.863	0.847	1
Phc3	0.132136411917147	-0.1259618262294	0.276	0.297	1
Zfp942	0.132295016935967	0.0472086242637487	0.115	0.093	1
Plcg1	0.132342530850326	-0.105746355755461	0.208	0.23	1
Exosc8	0.132670432915516	-0.140405441143524	0.41	0.413	1
Lsm14a	0.132877999501643	-0.108121695796127	0.43	0.442	1
Mxd4	0.13289882157951	0.0976959138859792	0.392	0.352	1
Rfwd3	0.133213316452889	0.0571445801999513	0.158	0.132	1
Cdkn2c	0.133528757764551	-0.0191660465729181	0.163	0.136	1
Smpd4	0.133550639046169	0.0409140563907683	0.107	0.085	1
Etfdh	0.133575225115047	0.0319370136627619	0.177	0.148	1
Msrb1	0.133758217576553	-0.180324871893592	0.352	0.371	1
Bod1l	0.133778542822703	0.0396312374995786	0.433	0.382	1
AI987944	0.133786011551292	-0.0828952351293464	0.083	0.101	1
Rfc4	0.13380611974287	0.0242341027387968	0.186	0.156	1
Mapk14	0.133890384869729	0.0102532536927333	0.183	0.151	1
Lzic	0.134065894290961	-0.110105855166475	0.15	0.169	1
Gmeb1	0.134163780662098	-0.0654830430078917	0.131	0.153	1
Mthfs	0.134223072140134	-0.0936578629952986	0.092	0.11	1
Hnrnpul2	0.1342464728097	0.0762480380869157	0.428	0.382	1
Nol7	0.134302955257154	0.0774772968703812	0.687	0.656	1
Psat1	0.134703292587986	-0.0226496195209484	0.173	0.142	1
Ccl25	0.134956970194455	0.00237735790805899	0.123	0.098	1
Vps26b	0.135182373455576	0.067557736749934	0.136	0.112	1
Triobp	0.135197556045411	-0.0657469564254436	0.229	0.254	1
X4833438C02Rik	0.135287234756794	0.0831311676956055	0.161	0.136	1
Dlst	0.135389561608116	-0.116866079746049	0.289	0.306	1
Synj1	0.135431326281771	0.0376232514715883	0.171	0.144	1
Bmt2	0.13543658829156	0.0225411988377894	0.142	0.117	1
Luc7l2	0.135774220815457	-0.0893326917953434	0.891	0.882	1
Cyth3	0.1358292864193	0.0249964651202043	0.149	0.123	1
Fem1b	0.136227164217432	-0.000686714038969416	0.173	0.142	1
Gm43462	0.136251374810986	0.0169770754703672	0.154	0.126	1
Srsf3	0.136340179700406	-0.074694611515723	0.88	0.904	1
Heg1	0.136420567297893	-0.0737794639944205	0.084	0.103	1
Micu1	0.136589794305043	0.0206817054246367	0.132	0.106	1
Scai	0.136768451894499	0.0315735657200151	0.108	0.087	1
Usf2	0.136903480989719	-0.109902904806937	0.377	0.391	1
Mark2	0.13720583515176	-0.11813304255873	0.409	0.423	1
Ciao1	0.137356135231317	-0.0239309248554998	0.185	0.151	1
Dtnbp1	0.137594969350608	0.0271261495257558	0.279	0.243	1
Gmpr2	0.137756639232954	0.01533637837205	0.126	0.101	1
Lxn	0.137853035141626	0.0432058884296938	0.17	0.142	1
Fip1l1	0.137884366965716	-0.0506328980577011	0.52	0.53	1
Nsrp1	0.137924787805402	-0.12340613519405	0.29	0.308	1
Alkbh4	0.138039012046786	0.0269724972905806	0.102	0.08	1
Herc3	0.138081494386087	-0.0932771977850831	0.21	0.232	1
Kti12	0.138124935595619	0.0198581008767366	0.171	0.142	1
Sertad2	0.138212862493592	0.0568922756746293	0.289	0.251	1
Eif2b2	0.138330475047877	0.0575927693327113	0.282	0.248	1
Sf3b2	0.138703917861588	-0.0396984160267873	0.734	0.763	1
Dnajc14	0.138720737196522	0.0234911683623457	0.155	0.126	1
Rbm33	0.138812294113711	-0.0904591930791391	0.302	0.323	1
Homer1	0.13885418890107	0.0551506010364992	0.121	0.098	1
Gpr68	0.138952573173442	0.0116785271366717	0.391	0.342	1
Hnrnpl	0.138992897105806	0.040754481263638	0.605	0.552	1
Camk2g	0.139369619351975	-0.082860579644546	0.215	0.235	1
Psmc5	0.139428722124689	0.0532832959237763	0.49	0.443	1
Slc7a6os	0.139500452830471	-0.0827362448440608	0.232	0.254	1
Nxf1	0.139511791137606	0.0124321876931566	0.239	0.202	1
Ccnh	0.13973508819312	-0.00191841174327645	0.21	0.175	1
Helz2	0.139864045263467	-0.0793212078380048	0.279	0.304	1
Hif1an	0.139879648259878	-0.120195640917174	0.249	0.267	1
Timm8a1	0.139994187805	0.034523463904493	0.197	0.166	1
Nup35	0.140043999481404	0.0145239164438729	0.118	0.095	1
Wdr76	0.140128667691836	-0.0634294510761967	0.112	0.132	1
Pik3cg	0.140165536368821	0.0536216797885731	0.181	0.153	1
Itgb1bp1	0.140301978683954	0.0228489669265942	0.338	0.292	1
Erap1	0.140390816374084	0.0740365781574482	0.235	0.205	1
Gclm	0.140580953016385	0.032798429037218	0.151	0.125	1
Hk1	0.141481041741805	0.0212617434053968	0.242	0.207	1
Aebp2	0.141483163124128	0.0564784614198142	0.601	0.543	1
Sdhd	0.141517186447931	0.0519987371754569	0.446	0.399	1
Cul1	0.141601433214963	0.0240749004753461	0.318	0.278	1
Nipsnap2	0.141730072269869	0.0513207638207498	0.109	0.088	1
Rcc2	0.14174369166011	0.0437188535465356	0.296	0.254	1
Kmt2c	0.141952866070219	0.00205429204041307	0.308	0.263	1
Ccnb2	0.141975848984024	0.0414960186204134	0.139	0.114	1
Dennd4a	0.142249388948845	0.0199096905570229	0.868	0.822	1
Fam216a	0.14275012218136	0.0516656190224665	0.136	0.112	1
Tcrg.C1	0.142767094439088	-0.0372054695613371	0.16	0.131	1
Iah1	0.143025439014239	0.024900385776941	0.212	0.183	1
Setd7	0.143553302152363	-0.0816618104738233	0.106	0.125	1
Alkbh5	0.143625395776136	-0.0955847629397837	0.356	0.372	1
Suco	0.14382980784414	0.0507723185224012	0.422	0.388	1
Slamf7	0.144077478586876	-0.156496315592876	0.324	0.339	1
Spc24	0.144172480341487	-0.0630787978176769	0.166	0.137	1
Itpripl1	0.144294220818253	0.0035961086123788	0.156	0.129	1
Gnptg	0.144341962574333	0.0312801522387559	0.372	0.322	1
Rtraf	0.144673683309987	0.0523543119228842	0.716	0.697	1
Nup62	0.144749802793459	0.0359128585312216	0.197	0.166	1
Pitpnm1	0.145038652341811	0.0628557940944108	0.221	0.192	1
Pip4k2a	0.145056822656213	-0.0137298062428635	0.253	0.215	1
Bcl2l13	0.145130381148718	0.00554206112087913	0.113	0.09	1
Scfd1	0.145231405347903	-0.0294083126316855	0.318	0.27	1
Zfp266	0.146324382296138	0.0253368977092193	0.204	0.172	1
Laptm5	0.146794769475611	-0.0551502751967718	0.975	0.979	1
Med6	0.147120479752075	0.0464076288272939	0.132	0.109	1
Aqr	0.147331025734804	0.0362099728228408	0.232	0.197	1
Nsfl1c	0.147340914659077	-0.159965274184732	0.288	0.3	1
D10Wsu102e	0.147661694969325	0.094197039490662	0.211	0.183	1
Gigyf1	0.14774711103267	0.076767519233945	0.194	0.164	1
Srrd	0.147870521024291	0.0220316510863551	0.189	0.161	1
Chsy1	0.147873341534643	-0.100253120343514	0.32	0.336	1
Mettl23	0.148138395693447	-0.0790995882054049	0.583	0.585	1
Edem1	0.148253649952245	0.0474268156581318	0.397	0.356	1
S100a13	0.148471500380776	-0.102574247871315	0.814	0.814	1
Hist1h2bc	0.148949054575964	0.064994106669462	0.168	0.145	1
Fto	0.14915544018784	0.0375148762283508	0.129	0.106	1
Pelo	0.149158527157218	0.00616521354868793	0.207	0.175	1
Prrc2c	0.149410476208232	-0.054082450175168	0.838	0.838	1
Eif5b	0.149684516530437	0.000451237945368943	0.523	0.454	1
Lnpep	0.149810932625905	0.055579859192241	0.546	0.489	1
Ptpn2	0.149855080692816	0.0455877517396044	0.414	0.368	1
Eapp	0.149906345888473	-0.146596722607766	0.399	0.405	1
Rbm28	0.149932473815695	0.0362649596957816	0.271	0.235	1
Irak2	0.150127065444643	0.0670291096244865	0.351	0.304	1
Phf12	0.150217049050531	-0.0975654018302472	0.148	0.167	1
Nudt4	0.150294572639334	0.0392987839723355	0.308	0.27	1
Tbcd	0.150553679415817	0.0289344463644758	0.102	0.082	1
Pstk	0.150650982368764	0.0357681321323234	0.169	0.142	1
Fbxo8	0.150856473625024	0.0104863249398908	0.148	0.123	1
Gmfb	0.150915218340789	-0.00138470840450799	0.441	0.386	1
Ormdl2	0.151688114752354	0.0230050508438574	0.257	0.222	1
Casp8ap2	0.151929441015503	0.0640974832735342	0.323	0.285	1
Ubac2	0.152191611991888	0.076253934652635	0.428	0.391	1
Retreg3	0.152285483750948	0.0286771173980135	0.18	0.153	1
Atic	0.15242739422576	0.0272806405139161	0.167	0.139	1
Gosr2	0.152647451926679	0.00371068519732154	0.265	0.229	1
Tnpo3	0.152662144686498	0.0668806701825357	0.278	0.244	1
Zfp142	0.15310182336154	0.0434208690894931	0.143	0.118	1
Ttc39b	0.153187618725223	-0.148973625756252	0.581	0.58	1
Gosr1	0.153312824978206	0.0096134083973764	0.208	0.175	1
X2610037D02Rik	0.153961167180407	0.022672474364111	0.109	0.088	1
Eif4e2	0.154010599894399	0.0466727104186138	0.573	0.528	1
Naa38	0.154142804294418	0.00314931787574901	0.337	0.295	1
C1galt1	0.154729335884431	-0.119217738142238	0.208	0.224	1
Tnrc6c	0.154729800195922	0.0475852745266729	0.417	0.371	1
Mki67	0.154926188016116	-0.139169370535412	0.196	0.166	1
Rabac1	0.155145215589032	0.000514417682659474	0.743	0.692	1
Exosc7	0.155322719805526	0.0494395471639906	0.192	0.164	1
X1110038F14Rik	0.155376654039721	-0.169104515332723	0.236	0.249	1
Psmd14	0.155441031634259	-0.0872723048929709	0.499	0.506	1
Zpr1	0.155588691400304	0.006005447887862	0.211	0.178	1
Rcc1	0.155743375109407	0.0297860508628527	0.1	0.08	1
Smarcad1	0.155963222891271	0.00910160185306769	0.204	0.174	1
Pcnx	0.156251562689098	0.0165335731259789	0.152	0.126	1
Usp9x	0.156426637746914	0.0528940143085751	0.292	0.257	1
C2cd3	0.157021359986901	-0.0391026133520228	0.15	0.172	1
Ss18l2	0.157216218531398	0.00755996641379753	0.148	0.121	1
Etaa1	0.157331671544917	-0.013840717123128	0.146	0.12	1
Zfp318	0.157362298203174	0.0282132941469146	0.112	0.091	1
Wdr61	0.157581788743792	0.00652860019875823	0.229	0.192	1
Fam117b	0.157687757651347	0.0671107001916166	0.312	0.274	1
Ing2	0.157810828449634	-0.102138474285761	0.324	0.341	1
Atp8b2	0.157878614263111	0.046441415987	0.117	0.095	1
Mrpl4	0.158278437720591	0.0278992470479672	0.428	0.375	1
Ska2	0.158459084621654	-0.0758397594514254	0.101	0.118	1
Bag6	0.158502093248974	0.0358175827550209	0.265	0.229	1
Txndc17	0.158734868875899	0.0843513543967245	0.628	0.59	1
Cib1	0.159033041586194	-0.120418381239475	0.384	0.396	1
Mbd2	0.159611802382575	0.105847096225242	0.478	0.432	1
Tnfsf10	0.15968732345346	0.0400772270547061	0.26	0.224	1
Fam53a	0.159923683920002	0.011869037301619	0.202	0.172	1
Tmem140	0.159986565812003	-0.051038136320482	0.117	0.137	1
Xpo4	0.160181928037286	-0.093706332354662	0.173	0.192	1
P4ha1	0.16027273949542	0.0642066446943665	0.25	0.222	1
Cab39	0.160589837221663	-0.075891520996066	0.513	0.522	1
Gak	0.160678181272143	0.0294790519032663	0.205	0.175	1
Pggt1b	0.160974559574069	0.0177083385017558	0.212	0.181	1
Xlr4a	0.161063888001969	-0.0827047991332957	0.119	0.137	1
Cyba	0.161086668175004	0.0187935453711305	0.956	0.945	1
Prr14l	0.16131425579468	0.0165050589246925	0.1	0.08	1
Nus1	0.161560734544225	0.0451715292127441	0.293	0.252	1
Chm	0.161775562120559	0.0689016998495101	0.126	0.104	1
